IATI_Identifier,Title,Description,Reporting_Organization,Reporting_Org_Ref,Reporting_Org_Type,Activity_Status,Activity_Status_Code,Start_Date,End_Date,Total_Budget,Default_Currency,Recipient_Country,Recipient_Country_Percentage,Recipient_Region,Sectors,Sector_Codes,Participating_Organizations,Participating_Org_Refs,Participating_Org_Roles,Locations,Contact_Email,Contact_Telephone,Contact_Organization,Contact_Address,Document_Links,Document_Categories,Policy_Markers,Collaboration_Type,Default_Flow_Type,Default_Finance_Type,Default_Aid_Type,Default_Tied_Status,Activity_Scope,Hierarchy,Language,Project_URL
GB-1-202488,Provincial Health and Nutrition Programme,"To improve reproductive, maternal, new born and child health services to the population of Punjab (Pb) and Khyber Pakhtunkhwa (KP), which comprises 70% of the total population in Pakistan.

Objectives: Gender Equality: significant objective","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2013-02-11,2019-06-10,0.0,GBP,PK,100.0,,Reproductive health care; Basic health care; Family planning; Infectious disease control; Basic nutrition; Health personnel development; Health policy and administrative management; Population policy and administrative management,13020; 12220; 13030; 12250; 12240; 12281; 12110; 13010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); KPMG Pakistan; Public Health England        ; Medical Emergency Relief International (Merlin); United Nations Children's Fund (UNICEF); Population Council; Population Service International; United Nations Population Fund (UNFPA); AECOM; Palladium International Ltd (UK); Mott MacDonald Limited; Oxford Policy Management; Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ)",GB-GOV-1; GB-GOV-1; 12000; 21000; 22000; 41119; GB-COH-01846493; GB-COH-02394229; GB-COH-1110949; GB-COH-3122495; XM-DAC-5-52,1; 2; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4,Khyber Pakhtunkhwa; Punjab,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/D0006328.odt; http://iati.fcdo.gov.uk/iati_documents/38747697.xlsx; http://iati.fcdo.gov.uk/iati_documents/30733627.odt; http://iati.fcdo.gov.uk/iati_documents/5769090.odt; http://iati.fcdo.gov.uk/iati_documents/5561333.odt; http://iati.fcdo.gov.uk/iati_documents/5561335.odt; http://iati.fcdo.gov.uk/iati_documents/5421389.odt; http://iati.fcdo.gov.uk/iati_documents/5184806.odt; http://iati.fcdo.gov.uk/iati_documents/5183851.odt; http://iati.fcdo.gov.uk/iati_documents/5154785.odt; http://iati.fcdo.gov.uk/iati_documents/5154830.odt; http://iati.fcdo.gov.uk/iati_documents/5109490.odt; http://iati.fcdo.gov.uk/iati_documents/4968395.odt; http://iati.fcdo.gov.uk/iati_documents/4399377.odt; https://www.contractsfinder.service.gov.uk/Notice/f6972808-dc30-43e9-acb7-06d9fc981610; https://data.gov.uk/data/contracts-finder-archive/contract/408851/; https://data.gov.uk/data/contracts-finder-archive/contract/1195600/; https://data.gov.uk/data/contracts-finder-archive/contract/1360678/; https://data.gov.uk/data/contracts-finder-archive/contract/1367648/; https://data.gov.uk/data/contracts-finder-archive/contract/1117302/,A01; A07; A08; A02; A08; A07; A08; A07; A08; A09; A09; A07; A08; A01; A02; A03; A04; A05; A09; A09; A09; A07; A08; A07; A08; A07; A08; A11; A11; A10; A11; A11; A10,1; 5; 6; 7; 8; 11,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-202488/summary
GB-1-204358,Pakistan Economic Corridors Programme,"Improved transport infrastructure in Pakistan along with enhanced private sector involvement in infrastructure financing, road safety interventions and support to regulatory environment, leading to increased trade and economic growth in Pakistan","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2015-02-09,2023-03-31,0.0,GBP,PK,100.0,,Financial policy and administrative management; Road transport; Urban development and management; Trade facilitation; Transport policy and administrative management,24010; 21020; 43030; 33120; 21010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Glow Consultants; PwC; DAI Europe; SG Hambros; Glow Consultants; International Bank for Reconstruction and Development (IBRD); Asian Development Bank",GB-GOV-1; GB-GOV-1; GB-COH-03580586; GB-COH-1858644; GB-COH-964058; Not available; XM-DAC-44001; XM-DAC-46004,1; 2; 4; 4; 4; 4; 4; 4; 4,"Hasan Abdal; Gojra; Zhob; Qila Saifullah; Sindh; PUNJAB, pakistan; Islamabad; Karachi; Ghotki; Khanewal; Shorkot; Lahore; Haripur; Havelian; Qilla Saifullah; kandhkot",enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/D0003050.odt; http://iati.fcdo.gov.uk/iati_documents/D0003051.xlsx; http://iati.fcdo.gov.uk/iati_documents/90000498.odt; http://iati.fcdo.gov.uk/iati_documents/90000341.odt; http://iati.fcdo.gov.uk/iati_documents/60153176.odt; http://iati.fcdo.gov.uk/iati_documents/59553451.odt; http://iati.fcdo.gov.uk/iati_documents/53778703.odt; http://iati.fcdo.gov.uk/iati_documents/46170856.odt; http://iati.fcdo.gov.uk/iati_documents/26064299.odt; http://iati.fcdo.gov.uk/iati_documents/5698343.odt; http://iati.fcdo.gov.uk/iati_documents/5322186.odt; http://iati.fcdo.gov.uk/iati_documents/5040697.odt; http://iati.fcdo.gov.uk/iati_documents/4642306.odt,A01; A07; A08; A02; A08; A07; A08; A09; A09; A07; A08; A07; A08; A07; A08; A07; A08; A07; A08; A07; A08; A09; A01; A02; A03; A04; A05,1; 5; 6; 7; 8; 11,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204358/summary
GB-COH-03877777-F330101-01,KASHF Foundation,Kashf Foundation is one of the leading microfinance institutions in Pakistan. The organisation promotes female entrepreneurship and has so far enabled more than a million low-income families across Pakistan to improve their standard of living., British International Investment plc,GB-COH-03877777,15,Closed,4,2020-12-21,2023-12-21,0.0,USD,PK,100.0,,Specialized Finance,40201040,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/investment/kashf-foundation-investment-01/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F330101-01/summary
GB-COH-03877777-F301001-01,Shorecap II,"Shorecap II (""SCII"") focuses on investments into microfinance companies and small business banks (SME banks) in Asia and Africa", British International Investment plc,GB-COH-03877777,15,Implementation,2,2009-12-21,,0.0,USD,PK,100.0,,Financial services [Financials],40,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/fund/shorecap-ii-investment-01/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F301001-01/summary
GB-1-203787-101,"Water and Sanitation Hygiene support to up to 600,000 people, both Internally Displaced Persons and host communities","This activity Water and Sanitation Hygiene support to up to 600,000 people, both Internally Displaced Persons and host communities is a component of Emergency Assistance to Internally Displaced Persons in Conflict-Affected Areas of Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £4,884,679. It works in the following sector(s): Relief co-ordination and support services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-12-17,2015-09-30,4884679.0,GBP,PK,100.0,,Relief co-ordination and support services,72050,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations Children's Fund (UNICEF)",GB-GOV-1; GB-GOV-1; 41122,1; 2; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203787-101/summary
GB-1-203787-102,"Water, Sanitation and Hygiene support to 420,000 people both Internally Displaced Persons and host communities","This activity Water, Sanitation and Hygiene support to 420,000 people both Internally Displaced Persons and host communities is a component of Emergency Assistance to Internally Displaced Persons in Conflict-Affected Areas of Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £3,000,000. It works in the following sector(s): Relief co-ordination and support services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-12-17,2016-01-31,3000000.0,GBP,PK,100.0,,Relief co-ordination and support services,72050,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Agency for Technical Cooperation and Development (ACTED)",GB-GOV-1; GB-GOV-1; FR-SIRET-4028868160030,1; 2; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203787-102/summary
GB-1-203787-103,"Water, Sanitation and Hygiene & Livelihood support to 273,000 people, both Internally Displaced Persons and host communities","This activity Water, Sanitation and Hygiene & Livelihood support to 273,000 people, both Internally Displaced Persons and host communities is a component of Emergency Assistance to Internally Displaced Persons in Conflict-Affected Areas of Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £2,000,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-12-17,2015-09-30,2000000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Norwegian Refugee Council",GB-GOV-1; GB-GOV-1; 22000,1; 2; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203787-103/summary
GB-1-203787-104,"Administrative agreement for Emergency Relief Fund for Water, Sanitation and Hygiene & HEALTH","This activity Administrative agreement for Emergency Relief Fund for Water, Sanitation and Hygiene & HEALTH is a component of Emergency Assistance to Internally Displaced Persons in Conflict-Affected Areas of Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £3,000,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-12-17,2015-03-31,3000000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations Office for the Coordination of Humanitarian Affairs (OCHA)",GB-GOV-1; GB-GOV-1; XM-DAC-41127,1; 2; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203787-104/summary
GB-1-203787-105,Support for the completion of the 2012 Survey Internally Displaced People Vulnerability Assessment and Profiling 3 and the 2013 Survey of Internally Displaced People Vulnerability Assessment and Profiling 4,"This activity Support for the completion of the 2012 Survey Internally Displaced People Vulnerability Assessment and Profiling 3 and the 2013 Survey of Internally Displaced People Vulnerability Assessment and Profiling 4 is a component of Emergency Assistance to Internally Displaced Persons in Conflict-Affected Areas of Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £400,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-12-17,2015-08-31,400000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); International Rescue Committee (UK)",GB-GOV-1; GB-GOV-1; 22000,1; 2; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203787-105/summary
GB-1-203787-106,To engage consultant humanitarian expertise for DFID monitoring and review of the programme,"This activity To engage consultant humanitarian expertise for DFID monitoring and review of the programme is a component of Emergency Assistance to Internally Displaced Persons in Conflict-Affected Areas of Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £65,321. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-12-17,2015-03-31,65321.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); FAZAL SAID KHAN",GB-GOV-1; GB-GOV-1,1; 2; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203787-106/summary
GB-COH-03877777-F305103-05,Standard Chartered Risk Sharing Facility,"Standard Chartered plc is a British multinational bank with operations in consumer, corporate and institutional banking, and treasury services. Around 90% of its business comes from Asia, Africa, and the Middle East", British International Investment plc,GB-COH-03877777,15,Implementation,2,2015-12-14,,0.0,USD,PK,100.0,,Banks,4010,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/investment/standard-chartered-risk-sharing-facility-investment-05/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F305103-05/summary
GB-1-200772,Poverty Reduction Budget Support II,"PRS programme implementation better supported by greater coherence between PRS policy, public expenditure and sector reform","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2009-12-14,2012-02-20,0.0,GBP,PK,100.0,,Public sector policy and administrative management; Financial policy and administrative management; Education policy and administrative management; Health policy and administrative management; Social Protection,15110; 24010; 11110; 12110; 16010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); PILDAT; Coffey International Development",GB-GOV-1; GB-GOV-1; GB-COH-3799145,1; 2; 4; 4,Islamabad,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/3717177.xls,A01; A07; A08,1; 5; 6; 7; 8,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-200772/summary
GB-GOV-1-301242-408,Blended Finance Investment Facility -Promissory Note 1 Dec 24,"This component will provide risk capital to a Development Finance Institution through a new blended finance facility to support Pakistan’s climate change mitigation, adaptation, and resilience building. The value add of this facility is in its role in building evidence and nurturing markets for innovative businesses or investment vehicles. This could include providing early-stage support to new climate technologies and business models, including nascent adaptation and resilience and decarbonisation solutions. The facility will focus on both direct mobilisation and in-direct mobilisation (demonstration effect and catalysing markets), using concessional finance to address the higher risks and costs faced to pioneer new technologies or business models to crowd-in DFI and private capital. The facility’s two overarching priorities will be climate adaptation and gender, aligned with the Adaptation and Resilience Investors Collaborative (ARIC).","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Implementation,2,2024-12-09,2031-03-31,72100000.0,GBP,PK,100.0,,Environmental policy and administrative management,41010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,Pakistan,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-301242-408/summary
GB-GOV-1-301242-409,Project Preparation and Support Facility,"This component will develop a project preparation facility to build a pipeline of climate investments for Blended Finance Facility, with a special focus on climate adaptation of which there are limited projects in Pakistan. It will also provide pre- and post-investment advisory support to strengthen investees’ operational efficiency, enhance investees impact reach – such as by strengthening inclusion practices and Environmental, Social and Governance (ESG) compliance.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Implementation,2,2024-12-09,2031-03-31,15000000.0,GBP,PK,100.0,,"Environmental policy and administrative management; Women's rights organisations and movements, and government institutions; Power generation/renewable sources",41010; 15170; 23030,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); INTERNATIONAL FINANCE CORPORATION",GB-GOV-1; GB-GOV-1,1; 2; 4,Pakistan,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-301242-409/summary
GB-1-204024-110,Procurement of Common Reporting Standard (CRS) System for Federal Board of Revenue - Pakistan,"This activity Procurement of Common Reporting Standard (CRS) System for Federal Board of Revenue - Pakistan is a component of Stability and Growth Programme reported by FCDO with a funding type of 104 - Procurement of Services and a budget of £1,461,235. It works in the following sector(s): Domestic revenue mobilisation.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2017-08-28,2021-09-30,1461235.0,GBP,PK,100.0,,Domestic revenue mobilisation,15114,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); AECOM",GB-GOV-1; GB-GOV-1; GB-COH-01846493,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204024-110/summary
GB-1-204605-403,"Aawaz II: Inclusion, Accountability and Preventing Modern Slavery - AG - CARE","Care International is the Aawaz II delivery partner in Sindh for the community engagement component of the programme. Establishing the Aawaz Agahi Centres to provide a safe space for transgender persons, people with disabilities, religious minorities, women and girls. The programme will ensure access to state services and to provide information on rights. The partner will convene the community fora (Aawaz District Forums and Aawaz Provincial Forums) for communities to raise demands for services and working together to address social issues including early and forced marriage, child protection, gender-based violence and harmony aong the communities. The programme will establish early warning systems to pre-empt community conflicts to identify and address potential triggers of conflict and promote tolerance.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Implementation,2,2024-08-05,2027-03-31,1919118.0,GBP,PK,100.0,,"Ending violence against women and girls; Women's rights organisations and movements, and government institutions",15180; 15170,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); CARE INTERNATIONAL UK",GB-GOV-1; GB-GOV-1,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204605-403/summary
GB-COH-03877777-F314401-01,Zephyr Power,"Zephyr Power (PVT) Limited is a company incorporated in Pakistan which is constructing a 50 megawatt (MW) wind farm in Gharo, near Karachi.", British International Investment plc,GB-COH-03877777,15,Implementation,2,2017-04-24,,0.0,USD,PK,100.0,,Independent Power and Renewable Electricity Producers,551050,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/investment/zephyr-power-investment-01/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F314401-01/summary
GB-COH-03877777-F314401,Zephyr Power,"Pakistan has an estimated 6,000 megawatt shortfall at peak times and suffers regular power blackouts that affect millions of people and businesses.  Much of the country?s current power is supplied by imported heavy fuel oils. Zephyr Power is developing a 50 megawatt wind farm near Karachi to provide a more reliable power source and help reduce the number of blackouts in the region. Our investment will help boost the country's power supply, providing an additional source of clean, renewable energy. ", British International Investment plc,GB-COH-03877777,15,Implementation,2,2017-04-24,,0.0,USD,PK,,,,23240,CDC Group Plc,GB-COH-03877777,1,,enquiries@cdcgroup.com,?+44 (0)20 7963 4700,CDC Group Plc,"CDC Group plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",,,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F314401/summary
GB-1-202368,Peacebuilding Support to PCNA (PSP),"People benefitting from a more stable environment for achieving Millennium Development Goal (MDG) targets in KP and FATA

Objectives: Gender Equality: significant objective","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-04-16,2017-03-27,0.0,GBP,PK,100.0,,Legal and judicial development; Decentralisation and support to subnational government; Security system management and reform; Democratic participation and civil society; Media and free flow of information,15130; 15112; 15210; 15150; 15153,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office; Crown Agents Limited; Coffey International Development; Foreign, Commonwealth and Development Office",GB-GOV-1; GB-GOV-1; 11000; GB-COH-03259922; GB-COH-3799145; GB-GOV-3,1; 2; 4; 4; 4; 4,North-West Frontier,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/5730155.odt; http://iati.fcdo.gov.uk/iati_documents/5643717.xls; http://iati.fcdo.gov.uk/iati_documents/5383812.odt; http://iati.fcdo.gov.uk/iati_documents/5160730.odt; http://iati.fcdo.gov.uk/iati_documents/5160733.odt; http://iati.fcdo.gov.uk/iati_documents/5160734.odt; http://iati.fcdo.gov.uk/iati_documents/3719318.odt; https://data.gov.uk/data/contracts-finder-archive/contract/824924/; https://data.gov.uk/data/contracts-finder-archive/contract/672134/,A01; A07; A08; A02; A08; A07; A08; A07; A08; A07; A08; A07; A08; A01; A02; A03; A04; A05; A11; A10,1; 5; 6; 7; 8,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-202368/summary
GB-GOV-1-300575-102,Accelerating Evidence & Action for Learning: ASER (2020-2024) - A Public Good ,Supporting Annual Evidence & Action for Learning Survey for evidence base decision making.,"UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Implementation,2,2021-04-12,2026-04-01,1405251.0,GBP,PK,100.0,,Educational research; Education policy and administrative management,11182; 11110,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Idara e Taleem o Aagahi; Idara-e-Taleem-o-Aagahi (ITA)",GB-GOV-1; GB-GOV-1,1; 2; 4; 4,Pakistan,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-300575-102/summary
GB-1-113484-110,Support to World Bank for Punjab Skills Development,"This activity Support to World Bank for Punjab Skills Development is a component of Punjab Economic Opportunities Programme (PEOP) reported by FCDO with a funding type of 109 - Multilateral organisation and a budget of £250,000. It works in the following sector(s): Public sector policy and administrative management, Research/scientific institutions.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2007-04-09,2018-03-19,250000.0,GBP,PK,100.0,,Public sector policy and administrative management; Research/scientific institutions,15110; 43082,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); World Bank, The",GB-GOV-1; GB-GOV-1; 44000,1; 2; 4,Bahawalpur; Lodhran District; Muzaffargarh; Bahawalnagar; Shekhupura; Faisalabad; Sargodha; Chiniot,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-113484-110/summary
GB-COH-03877777-F316501-01,Zephyr Wind Farm,"Zephyr Power (PVT) Limited is a company incorporated in Pakistan which is constructing a 50 megawatt (MW) wind farm in Gharo, near Karachi.", British International Investment plc,GB-COH-03877777,15,Implementation,2,2017-04-03,,0.0,USD,PK,100.0,,Independent Power and Renewable Electricity Producers,551050,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/investment/zephyr-wind-farm-investment-01/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F316501-01/summary
GB-COH-03877777-F316501,Zephyr Wind Farm,"Pakistan has an estimated 6,000 megawatt shortfall at peak times and suffers regular power blackouts that affect millions of people and businesses.  Much of the country?s current power is supplied by imported heavy fuel oils. Zephyr Power is developing a 50 megawatt wind farm near Karachi to provide a more reliable power source and help reduce the number of blackouts in the region. Our investment will help boost the country's power supply, providing an additional source of clean, renewable energy. ", British International Investment plc,GB-COH-03877777,15,Implementation,2,2017-04-03,,0.0,USD,PK,,,,23240,CDC Group Plc,GB-COH-03877777,1,,enquiries@cdcgroup.com,?+44 (0)20 7963 4700,CDC Group Plc,"CDC Group plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",,,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F316501/summary
